INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Tourism expenditure in the country,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
392,1.33,392-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,4894,5775,6175,5664,5715,5970,5750,6069,11475,14343,15554,11490,12422,13781,12537,15356,12533,16197,16865,20790,27285,33456,36978,45276,49209,11396,5351,10633,"1/ 2003: the calculation method has been changed since January 2003.
2006: the calculation method has been changed since January 2006."
392,1.34,392-1.34,,,Travel,,,US$ Millions,1/,IMF,3224,4081,4329,3743,3431,3373,3306,3497,8848,11265,12430,8470,9345,10820,10329,13224,11000,14581,15093,18812,24968,30752,34065,42093,46054,10598,4859,8931,
392,1.35,392-1.35,,,Passenger transport,,,US$ Millions,,IMF,1670,1694,1846,1921,2284,2597,2444,2572,2627,3078,3124,3020,3077,2961,2208,2132,1533,1616,1772,1978,2317,2704,2913,3183,3155,798,492,1702,
400,0,400-0,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1.33,400-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,973,1026,1063,1083,1016,935,884,1254,1266,1621,1759,2426,2754,3539,3472,4390,4351,5123,5145,5518,4968,4943,5549,6221,6765,1745,3426,6913,
400,1.34,400-1.34,,,Travel,,,US$ Millions,,IMF,660,744,774,853,795,723,700,1048,1062,1330,1441,2060,2311,2943,2911,3585,3425,4061,4117,4375,4065,4044,4639,5249,5786,1409,2758,5808,
400,1.35,400-1.35,,,Passenger transport,,,US$ Millions,,IMF,313,282,289,230,221,212,184,206,204,291,318,366,443,596,561,805,926,1062,1028,1143,903,899,910,972,979,336,668,1105,
398,0,398-0,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1.33,398-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,155,258,350,454,394,403,502,680,638,803,801,973,1214,1255,1185,1236,1524,2154,2365,2239,1833,2038,2356,2651,2915,743,761,1734,
398,1.34,398-1.34,,,Travel,,,US$ Millions,,IMF,122,199,289,407,363,356,452,622,564,718,701,838,1014,1012,963,1005,1209,1929,2108,2000,1632,1858,2135,2255,2456,613,608,1491,
398,1.35,398-1.35,,,Passenger transport,,,US$ Millions,,IMF,33,59,61,47,31,47,50,58,74,85,100,135,200,243,222,231,315,225,257,239,201,180,221,396,459,130,153,243,
404,0,404-0,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1.33,404-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,785,823,1077,1213,1211,500,536,513,619,799,969,1181,1514,1398,1124,1620,1844,2004,1829,1745,1596,1472,1564,1784,1762,739,1222,1704,
404,1.34,404-1.34,,,Travel,,,US$ Millions,,IMF,423,462,655,725,705,283,309,276,347,486,579,687,917,752,690,800,926,935,881,811,724,824,916,1072,1007,541,844,1110,
404,1.35,404-1.35,,,Passenger transport,,,US$ Millions,,IMF,362,361,422,488,506,217,227,237,272,313,390,494,597,646,434,820,918,1069,948,934,872,648,648,712,755,198,378,594,
296,0,296-0,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1.33,296-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,2,2.1,2.6,3.1,2.8,2.7,3.2,..,..,..,3.1,..,..,..,..,..,..,..,..,..,..,..,5.17,..,..,..,..,1.96,1/ 1995-2005: country data.
296,1.34,296-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,2.3,3.3,3.3,3.9,4.3,4.9,4.9,3.4,3.2,2,2.8,4.1,3.4,3.2,0.03,0.01,1.75,
296,1.35,296-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.07,..,..,..,..,0.21,
408,0,408-0,"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1.33,408-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,1.34,408-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,1.35,408-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,0,410-0,"KOREA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1.33,410-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,6670,6350,6317,8263,8337,8527,7917,7617,7002,8222,8282,8437,9253,13440,13262,14315,17329,18731,19457,22390,18711,20924,17173,23104,25456,11524,11432,14501,
410,1.34,410-1.34,,,Travel,,,US$ Millions,,IMF,5150,4880,4731,6908,6841,6834,6382,5932,5355,6065,5798,5717,6103,9735,9773,10263,12362,13273,14392,17460,14798,16886,13368,18567,20867,10276,10804,11996,
410,1.35,410-1.35,,,Passenger transport,,,US$ Millions,,IMF,1520,1470,1586,1355,1496,1693,1535,1685,1647,2157,2484,2720,3150,3705,3489,4052,4967,5458,5065,4930,3913,4038,3805,4537,4589,1248,628,2505,
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.33,414-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,307,389,396,456,342,394,286,320,328,398,413,508,530,610,660,574,644,780,619,615,931,831,643,919,1198,526,708,1687,
414,1.34,414-1.34,,,Travel,,,US$ Millions,,IMF,121,184,188,207,92,98,106,117,118,178,165,205,223,257,355,289,320,426,297,369,500,600,313,458,700,397,470,1085,
414,1.35,414-1.35,,,Passenger transport,,,US$ Millions,,IMF,186,205,208,249,250,296,180,203,210,220,248,303,307,353,305,285,324,354,322,246,431,231,330,461,498,129,238,602,
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.33,417-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,12,18,20,32,48,62,92,94,189,392,569,300,212,405,486,585,468,482,477,480,518,708,195,259,827,
417,1.34,417-1.34,,,Travel,,,US$ Millions,,IMF,5,4,7,8,14,15,24,36,48,76,73,167,346,514,253,160,356,434,530,423,426,432,429,459,644,151,207,756,
417,1.35,417-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,4,4,5,8,12,14,16,21,22,46,55,47,52,49,52,55,45,56,45,51,59,64,44,52,71,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.33,418-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,52,63,61,97,86,..,108,110,77,122,143,160,190,280,271,385,413,461,613,642.4,725,717,655,833,974,227,5.7,..,
418,1.34,418-1.34,,,Travel,,,US$ Millions,,IMF,51,62,58,95,82,114,104,107,74,119,139,158,189,276,268,382,406,451,596,642,724,716,648,811,935,213,1.3,..,
418,1.35,418-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,1,3,2,4,..,4,3,3,3,4,2,1,4,3,3,7,10,17,0.4,1,1,7,22,39,14,4.4,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.33,428-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,37,231,235,222,153,172,153,201,271,343,446,622,880,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
428,1.34,428-1.34,,,Travel,,,US$ Millions,,IMF,20,215,192,182,118,131,119,161,222,267,341,480,671,801,724,639,771,744,865,953,895,899,951,1057,1016,799,748,1096,
428,1.35,428-1.35,,,Passenger transport,,,US$ Millions,,IMF,17,16,43,40,35,41,34,40,49,76,105,142,209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.33,422-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,710,715,1000,1221,673,742,837,..,6782,5931,5969,5457,5796,6317,7157,8026,6797,7361,7032,6835,7087,7373,8086,8694,8717,2369,3162,..,"1/ 1995-2001: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Due to lack of data on international tourism receipts concerning statistics on inbound tourism, the Department of “Internet and Statistics Service of the Ministry of Tourism” considers that a tourist spends an average of US$ 1,000."
422,1.34,422-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,4284,6374,5411,5532,4981,5216,5819,6774,7861,6545,6836,6492,6523,6857,7044,7610,8400,8593,2353,3135,..,
422,1.35,422-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,408,520,437,476,580,498,383,165,252,525,540,312,230,329,476,294,124,16,27,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.33,426-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,29,33.7,33.72,24.7,23.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,1.34,426-1.34,,,Travel,,,US$ Millions,,IMF,27,32,32,24,23,18,16,14,21,26,27,29,31,30,30,23,24,22,17,16,34,48,23,24,21,6,10,11,
426,1.35,426-1.35,,,Passenger transport,,,US$ Millions,,IMF,2,1.7,1.72,0.7,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.33,430-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.34,430-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,59,67,124,131,158,123,..,..,..,..,..,..,..,..,..,1.9,4.4,4.4,4.4,
430,1.35,430-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.33,434-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,4,4,3,23,39,84,90,202,243,261,301,244,99,99,159,170,..,..,..,..,..,..,..,..,150,93,..,..,
434,1.34,434-1.34,,,Travel,,,US$ Millions,,IMF,2,2,2,7,27,75,78,181,205,218,250,190,74,74,50,60,..,..,..,..,..,..,..,..,85,28,..,..,
434,1.35,434-1.35,,,Passenger transport,,,US$ Millions,,IMF,2,2,1,16,12,9,12,21,38,43,51,54,25,25,109,110,30,110,131,33,33,33,41,52,65,65,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.33,438-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.34,438-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.35,438-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.33,440-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,102,345,399,504,591,430,425,556,700,834,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,1.34,440-1.34,,,Travel,,,US$ Millions,,IMF,77,316,360,460,550,391,383,505,638,776,920,1038,1154,1248,972,958,1321,1317,1374,1383,1153,1210,1325,1504,1492,574,585,1174,
440,1.35,440-1.35,,,Passenger transport,,,US$ Millions,,IMF,25,29,39,44,41,39,42,51,62,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.33,442-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,3227.432239843143,4017.61475908876,4761.691653316152,4867.495726119684,4957.999397255248,5625.930212091821,6408.208062314061,6076.585812173825,6056.813666450156,7395.064335418353,7317.405958415627,7745.794247356162,7962.616551930041,6182.840467935935,6195.507185647657,6171.407598536538,5842.8,5861.7,4667.799999999999,5906,5736.5,"1/ From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
442,1.34,442-1.34,,,Travel,,,US$ Millions,1/,IMF,1695,1640,1639,1634,1697,1686,1780,3087.6424025615743,3856.9481304679703,4554.657795643182,4618.744852519692,4650.874902624663,5252.4790578396605,5960.892494048436,5689.320288392965,5683.200195450147,6899.24291455259,6825.1096286472675,7155.472341285567,7294.939956250446,5603.189881896482,5679.851942918459,5734.802769048298,5292.2,5334.9,4363.9,5532.5,5329.9,
442,1.35,442-1.35,,,Passenger transport,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,139.78983728156888,160.66662862078962,207.03385767297016,248.75087359999182,307.12449463058545,373.4511542521606,447.31556826562496,387.26552378085916,373.6134710000096,495.8214208657632,492.2963297683595,590.3219060705945,667.6765956795948,579.6505860394528,515.6552427291983,436.60482948824,550.6,526.8,303.9,373.5,406.6,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.33,446-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,4073,4592,6681,7181,8482,11198,13749,15182,22688,31118,36593,43755,43412,31620,31155,36596,41481,41165,9321,15672,9064,1/ 1995-2001: country data.
446,1.34,446-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,3850,4428,6456,6924,8176,10870,13400,14879,22276,30595,36085,43223,42847,31101,30632,36081,40879,40590,9239,15574,9064,
446,1.35,446-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,223,164,225,257,306,328,349,303,412,523,508,532,565,519,523,515,602,575,82,98,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.33,450-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,106,102,110,136,137,152,149,109,119,239,275,382,395,440,328,425,507,596,609,740,696,912,849,879,951,202,118,405,
450,1.34,450-1.34,,,Travel,,,US$ Millions,,IMF,58,65,74,92,100,121,115,64,76,157,209,235,271,350,257,309,478,560,574,668,621,750,671,697,747,145,100,367,
450,1.35,450-1.35,,,Passenger transport,,,US$ Millions,,IMF,48,37,36,44,37,31,34,45,43,82,66,147,124,90,71,116,29,36,35,72,75,162,178,182,204,57,18,38,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.33,454-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,22,31,32,25,42,29,40,45,66,75,48,45,43,43,46,45,36,35,33,36,39,30,47,55,41,28,29,..,
454,1.34,454-1.34,,,Travel,,,US$ Millions,,IMF,18,26,28,24,38,25,25,33,54,62,29,26,29,31,33,31,31,31,29,32,35,26,41,49,39,26,27,..,
454,1.35,454-1.35,,,Passenger transport,,,US$ Millions,,IMF,4,5,4,1,4,4,15,12,12,13,19,19,14,12,13,14,5,4,4,4,4,4,6,6,2,2,2,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.33,458-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,5044,5732,4925,3237,4403,5873,7627,8084,6799,9183,10389,12280,17948,18553,17231,19619,21338,21711,23283,24469,19194,19682,20311,21775,22200,3373,117,7816,
458,1.34,458-1.34,,,Travel,,,US$ Millions,,IMF,3969,4477,3741,2381,3588,5011,6863,7118,5901,8203,8846,10427,14050,15293,15798,18152,19649,20251,21500,22600,17666,18085,18385,19608,19828,2991,78,6315,
458,1.35,458-1.35,,,Passenger transport,,,US$ Millions,,IMF,1075,1255,1184,856,815,862,764,966,898,980,1543,1853,3898,3260,1433,1467,1689,1460,1783,1869,1528,1597,1926,2167,2372,382,39,1501,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.33,462-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1966,2032,2422,2811,2691,2640,2771,3054,3171,1408,3525,4513,"1/ As part of the Maldives Monetary Authority efforts to improve the coverage of the balance of payments statistics, the methodology has been revised from 2005."
462,1.34,462-1.34,,,Travel,,,US$ Millions,1/,IMF,211,266,286,303,314,321,327,337,402,471,826,1235,1515,1559,1473,1713,1940,1958,2335,2696,2569,2506,2744,3028,3157,1398,3508,4498,
462,1.35,462-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,74,87,115,122,134,27,26,14,10,17,15,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.33,466-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,26,27,25,28,36,47,91,105,136,142,149,175.4,227,286,196,208,218,144,178.2,213.9,186,201.6,207.4,231,235,82.3,191.3,..,
466,1.34,466-1.34,,,Travel,,,US$ Millions,,IMF,25,24,23,25,30,40,88,104,128,140,148,175,221,275,192,205,210,142,178,212,186,201,207,227,235,82,190,..,
466,1.35,466-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,3,2,3,6,7,3,1,8,2,1,0.4,6,11,4,3,8,2,0.2,1.9,..,0.6,0.4,4,..,0.3,1.3,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.33,470-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,813,780,789,818,841,731,704,757,869,949,924,966,1185,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,1.34,470-1.34,,,Travel,,,US$ Millions,,IMF,656,632,635,653,667,587,561,614,722,767,755,767,965,1082,899,1066,1276,1260,1402,1521,1381,1451,1747,1848,1883,392,772,1590,
470,1.35,470-1.35,,,Passenger transport,,,US$ Millions,,IMF,157,148,154,165,174,144,143,143,147,182,169,199,220,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.33,584-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,2.5,3,3,3,2.9,3,3.1,3.4,4,5,3.6900000000000004,3.58,3.3,2.7,3.1,3.7,4.78,4.09,4.3,5.4,1.5,30.4,18.1,20.1,3.9,4.3,..,..,1/ 1995-2004 country data. Fiscal years (October 1 to September 30).
584,1.34,584-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,3.2,3.1,2.9,2.6,2.9,3.5,4.5,3.9,4.1,5.2,1.3,5.2,6.6,8.6,3.6,4,..,..,
584,1.35,584-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,0.49,0.48,0.4,0.1,0.2,0.2,0.28,0.19,0.2,0.2,0.2,25.2,11.5,11.5,0.3,0.3,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.33,474-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,384,382,400,415,404,302,245,237,247,291,280,384,409,463,420,472,516,462,484,483,340,365,480,533,549,280,283,535,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
474,1.34,474-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,1.35,474-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.33,478-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,50,42,31,33,24,6.1,13.7,6.4,6.6,16.8,1/ 1999 country data.
478,1.34,478-1.34,,,Travel,,,US$ Millions,1/,IMF,11,19,21,20,28,..,..,..,..,..,..,..,..,..,..,..,..,48,41,37,29,30,23,4.3,11.2,5.5,3.5,10.4,
478,1.35,478-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,9,5,2,3,1,1.8,2.5,0.9,3.1,6.4,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.33,480-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,616,705,666,672,718,732,820,829,960,1156,1189,1302,1663,1823,1390,1585,1808,1778,1593,1719,1680,1824,2005,2161,2024,518,383,1651.9,
480,1.34,480-1.34,,,Travel,,,US$ Millions,,IMF,430,504,478,496,543,542,623,612,697,856,871,1005,1304,1454,1120,1285,1484,1480,1322,1447,1433,1571,1748,1891,1779,466,355,1466.4,
480,1.35,480-1.35,,,Passenger transport,,,US$ Millions,,IMF,186,201,188,176,175,190,197,217,263,300,318,297,359,369,270,300,324,298,271,272,247,253,257,270,245,52,28,185.5,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1.33,484-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,6847,7531,8184,8307,8135,9133,9190,10556,11255,12792,13908,14618,15795,16793,14332,14529,14568,15870,16252,18627,21504,23270,24619,26044,27126,12133,21508,30398,
484,1.34,484-1.34,,,Travel,,,US$ Millions,,IMF,6179,6756,7376,7493,7223,8294,8401,8858,9362,10796,11803,12177,12919,13370,11513,11992,11869,12739,13949,16208,17734,19650,21336,22526,24573,10996,19765,28017,
484,1.35,484-1.35,,,Passenger transport,,,US$ Millions,,IMF,668,775,808,814,912,839,789,1698,1893,1996,2105,2441,2876,3423,2819,2537,2699,3131,2303,2419,3770,3620,3283,3518,2553,1137,1743,2381,
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.33,583-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,15.8,13.2,13.9,17,14.7,16.8,16.7,19,21,23,25,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1997-2008: country data.
583,1.34,583-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,24,22,22,27,29,25,..,..,..,..,..,..,..,
583,1.35,583-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.33,498-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,71,50,74,64,49,57,58,72,79,112,138,150,229,293,240,222,253,279,324,328,300,344,441.9,500.1,521.3,353.40000000000003,484.3,844,
498,1.34,498-1.34,,,Travel,,,US$ Millions,,IMF,57,33,50,40,34,39,39,50,54,91,103,117,171,216,173,163,186,198,230,234,219,256,323,381.1,396.5,315.8,419,740,
498,1.35,498-1.35,,,Passenger transport,,,US$ Millions,,IMF,14,17,24,24,15,18,19,22,25,21,35,33,58,77,67,59,67,81,94,94,81,88,118.9,119,124.8,37.6,65.3,104,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.33,492-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,1.34,492-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,1.35,492-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.33,496-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,33,20,25,47,43,43,49,143,154,205,203,261,349,272,253,288,197,215,236,257,279,379,462,526,605,49,33.5,261,
496,1.34,496-1.34,,,Travel,,,US$ Millions,,IMF,21,10,13,35,36,36,39,130,143,185,177,225,307,247,235,244,156,177,197,215,246,316,396,461,513,29,20.5,251,
496,1.35,496-1.35,,,Passenger transport,,,US$ Millions,,IMF,12,10,12,12,7,7,10,13,11,20,26,36,42,25,18,44,41,38,39,42,33,63,66,65,92,20,13,10,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.33,499-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,660,859,792,765,926,860,929,959,947,978,1110,1224,1277,180,902.5,1110,
499,1.34,499-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,630,813,745,713,875,809,880,908,903,933,1067,1171,1225,166,894.5,1080,
499,1.35,499-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,30,46,47,52,51,51,49,51,44,45,43,53,52,14,8,30,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.33,500-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.2,9.6,10.1,10.4,13.1,12.600000000000001,5.3999999999999995,1.9000000000000001,5.1000000000000005,
