INDEX,Unnamed: 1,Unnamed: 2,5. EMPLOYMENT: Number of employees by tourism industries,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
438,5.7,438-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Tourism Satellite Account (TSA) data.
440,5.1,440-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,36.481,41.286,46.8,44.199999999999996,41.7,40.800000000000004,40.4,40.4,42.099999999999994,46.1,46.3,47.2,47.300000000000004,49.00000000000001,51.400000000000006,44.4,45.5,..,
440,5.2,440-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,5.8,6.4,11.6,12.1,10.7,10.2,10.5,11,11.3,11.8,12.4,13.1,14.5,14.9,14.9,13.2,12.9,..,
440,5.3,440-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,4.3,4.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,5.4,440-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,8,12.4,11,12.7,12.3,12.7,12.7,12,12.6,13.1,13.6,12.5,13.1,14.8,15.7,15.2,16.4,..,
440,5.5,440-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,9.5,8.1,10.5,10.8,9.8,8.8,9.3,9.1,9.2,10.1,10.3,11.1,10.3,9.6,9.3,8,7.6,..,
440,5.6,440-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,1.14,0.851,1.132,1.462,1.227,1.25,1.252,1.524,1.608,1.808,1.981,2.186,2.5,2.9,2.7,2.5,2.6,2.8,3,3.1,3.3,3.3,3.4,3.2,4.6,2.8,2.5,..,
440,5.7,440-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,6.9,7.9,11.2,5.7,6.2,6.6,5.3,5.5,6,8,6.7,7.2,6,6.5,6.9,5.2,6.1,..,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5.1,442-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,5.2,442-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,5.3,442-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,5.4,442-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,5.5,442-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,5.6,442-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,5.7,442-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Excluding part-time employees.
2/ Hotels and guest houses.
3/ Restaurants and similar establishments.
4/ Establishments providing passenger transport services. Establishments providing passenger transport services. Each vehicle for land passenger transport is counted as one establishment when it is registered in the name of an individual.
5/ The main establishment, branches and service counters of a travel agency are combined and counted as one single statistical unit since 2016.
6/ Gaming enterprises."
446,5.1,446-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,25.6,25.988999999999997,91.31700000000001,96.89099999999999,98.459,102.06899999999999,113.45100000000001,125.87300000000002,132.7,140,145.6,150.622,152.1,155.9,158.9,144.8,137.4,..,
446,5.2,446-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,2/,..,..,..,..,..,..,..,..,..,..,..,14.158,23.377,26.501,26.337,26.721,33.052,39.5,39.9,39.5,45.3,49.628,49.4,50.8,51.9,43,40.1,..,
446,5.3,446-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,5.4,446-5.4,,,,Food and beverage serving activities,,Thousands,3/,..,..,..,..,..,..,..,..,..,..,14.6,..,16.859,18.974,19.738,22.172,21.219,22,26.1,30.4,32.3,32.6,32.7,33.6,34,32.8,32.2,..,
446,5.5,446-5.5,,,,Passenger transportation,,Thousands,4/,..,..,..,..,..,..,..,..,..,..,9.4,10.088,5.1,5.957,6.7,6.4,6.7,6.9,7,8.1,7.3,8.3,8.9,9.8,10.1,8.7,7.6,..,
446,5.6,446-5.6,,,,Travel agencies and other reservation services activities,,Thousands,5/,..,..,..,..,..,..,..,..,..,..,1.6,1.743,2.281,2.806,2.864,3.034,3.379,3.7,3.9,4.2,4.5,4.3,4.5,4.5,4.7,3.7,2.7,..,
446,5.7,446-5.7,,,,Other tourism industries,,Thousands,6/,..,..,..,..,..,..,..,..,..,..,..,..,43.7,42.653,42.82,43.742,49.101,53.773,55.8,57.8,56.2,55.794,56.6,57.2,58.2,56.6,54.8,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,5.1,450-5.1,,,Total,,,Thousands,,13.355,13.707,13.979,14.363,15.574000000000002,16.859,17.564,17.594,18.59,19.845,21.186999999999998,22.332,24.247,25.662,27.299,29.389,31.207,34.325,36.699999999999996,38,39.384,41.107,44.483000000000004,46,47.400000000000006,40.5,50.922000000000004,..,
450,5.2,450-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,10.862,11.103,11.318,11.655,12.64,13.628,14.01,14.031,14.809,15.906,16.877,17.805,19.395,20.623,21.998,23.845,25.412,28.325,30.4,31.5,32.693,33.778,36.581,37.8,39.1,40.4,42.465,..,
450,5.3,450-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,5.4,450-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,5.5,450-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,5.6,450-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,2.493,2.604,2.661,2.708,2.934,3.231,3.554,3.563,3.781,3.939,4.31,4.527,4.852,5.039,5.301,5.544,5.795,6,6.3,6.5,6.691,7.329,7.902,8.2,8.3,0.1,8.457,..,
450,5.7,450-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,5.1,454-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,5.2,454-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,5.3,454-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,5.4,454-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,5.5,454-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,5.6,454-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,5.7,454-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,5.1,458-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2094.7,2478.4,2565.6,2676,2859.9,2898.8,3181.8,3308.6,3471.1000000000004,3561.8,3457.5,3520.1499999999996,..,
458,5.2,458-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,84.1,..,81.8,85.2,91.3,99,99.7,103.4,101,104.6,176.2,176.1,188.7,180.8,231.2,184.1,207.4,210.5,222.4,233.8,208.5,196.35,..,
458,5.3,458-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,5.4,458-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,647.6,743.4,746.4,831.7,900.7,912.7,1002.6,1087,1183,1237.7,1191.6,1245.5,..,
458,5.5,458-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143.5,139.5,152.9,153.5,154.6,159.2,164.5,162.5,171.3,177.3,165.2,162.1,..,
458,5.6,458-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,11.8,..,12.1,12.3,13,14.9,15,..,18.2,..,22.8,33.5,28,31.7,37.4,32.7,35.8,40.1,38.7,40.7,34.1,26.3,..,
458,5.7,458-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1104.6,1385.9,1449.6,1478.3,1536,1610.1,1771.5,1808.5,1855.7,1872.3,1858.1,1889.9,..,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,5.1,462-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,5.2,462-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,5.3,462-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,5.4,462-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,5.5,462-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,5.6,462-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,5.7,462-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,5.1,466-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.753999999999998,31.083,31.625,..,..,..,..,..,..,..,..,
466,5.2,466-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.554,8.883,10.525,13.271,..,..,..,..,..,..,..,
466,5.3,466-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,5.4,466-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,5.5,466-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,5.6,466-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,5.7,466-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.2,22.2,21.1,..,..,..,..,..,..,..,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,5.1,470-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,5.2,470-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,5.3,470-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,5.4,470-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,5.5,470-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,5.6,470-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,5.7,470-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,5.1,584-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,5.2,584-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,5.3,584-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,5.4,584-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,5.5,584-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,5.6,584-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,5.7,584-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,5.1,474-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,10.195,..,..,..,..,10.542,10.542,10.542,10.542,..,..,..,11.802,11.802,11.900000000000002,11.900000000000002,11.900000000000002,
474,5.2,474-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,2.202,..,..,..,..,1.647,1.647,1.647,1.647,..,..,..,1.1,1.1,1.1,1.1,1.1,
474,5.3,474-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,0.888,..,..,..,..,0.76,0.76,0.76,0.76,..,..,..,2.1,2.1,2.1,2.1,2.1,
474,5.4,474-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,3.034,..,..,..,..,3.862,3.862,3.862,3.862,..,..,..,3.304,3.304,3.3,3.3,3.3,
474,5.5,474-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,1.29,..,..,..,..,1.389,1.389,1.389,1.389,..,..,..,2.263,2.263,2.3,2.3,2.3,
474,5.6,474-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,0.207,..,..,..,..,0.228,0.228,0.228,0.228,..,..,..,0.269,0.269,0.3,0.3,0.3,
474,5.7,474-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,2.574,..,..,..,..,2.656,2.656,2.656,2.656,..,..,..,2.766,2.766,2.8,2.8,2.8,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,5.1,478-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,5.2,478-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,5.3,478-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,5.4,478-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,5.5,478-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,5.6,478-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,5.7,478-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Data relate to large establishments (i.e employing 10 or more persons) of the tourism sector.
480,5.1,480-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,25.798000000000002,26.6,29.1,27.7,27.741,28.607999999999997,29.177000000000003,29.418999999999997,29.631000000000004,29.633999999999997,30.801,31.085,31.366999999999997,31.55,32.253,27.858000000000004,27.626,
480,5.2,480-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,19.536,20.5,22.7,20.9,21.27,21.83,22.225,22.397,22.559,22.583,23.639,24.183,24.412,24.51,25.039,21.693,21.809,
480,5.3,480-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,5.4,480-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,1.805,1.7,2.1,2.6,2.572,2.678,3.006,3.157,3.266,3.258,3.407,3.238,3.351,3.526,3.662,3.463,3.081,
480,5.5,480-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,5.6,480-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,4.457,4.4,4.3,4.2,3.899,4.1,3.946,3.865,3.806,3.793,3.755,3.664,3.604,3.514,3.552,2.702,2.736,
480,5.7,480-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ The information does not correspond to employment, strictly speaking, but to equivalent remunerated jobs needed for the production of goods and services related with tourism activities. Source: ""Cuenta Satélite de Turismo de México, cambio de año base a 2008""."
484,5.1,484-5.1,,,Total,,,Thousands,1/,2231.7400000000002,2191.46,2247.648,2328.642,2356.7250000000004,2431.1809999999996,2422.4220000000005,2363.708,2354.0060000000003,2406.3689999999997,2426.453,2441.4539999999997,2469.5319999999997,2477.023,2430.224,2442.053,2464.089,2496.458,2533.5899999999997,2527.928,2548.8759999999997,2571.751,2566.9629999999997,2522.32,2609.814,2326.71,2519.775,..,
484,5.2,484-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,211.257,213.117,225.632,236.205,234.494,236.493,225.877,217.041,214.029,210.595,208.31,205.644,207.014,205.597,190.684,199.629,193.622,191.166,195.888,197.723,202.47,205.06,204.354,204.728,203.87,168.883,212.424,..,
484,5.3,484-5.3,,,,Other accommodation services,,Thousands,,6.998,9.563,11.451,14.637,16.043,16.533,17.573,20.075,23.229,24.461,24.051,24.011,24.53,25.948,32.889,30.507,39.375,39.595,39.581,40.399,44.422,54.526,53.651,61.85,64.524,123.735,103.704,..,
484,5.4,484-5.4,,,,Food and beverage serving activities,,Thousands,,709.768,678.922,686.335,696.58,699.108,725.619,725.137,702.999,696.197,703.788,711.494,708.199,712.774,719.539,707.87,702.223,700.586,711.288,716.696,698.147,703.055,707.667,673.998,691.592,708.015,584.451,644.476,..,
484,5.5,484-5.5,,,,Passenger transportation,,Thousands,,421.363,442.532,461.16,487.142,496.869,521.343,530.157,515.681,510.603,522.723,527.398,529.022,543.936,538.837,534.589,542.421,546.943,549.208,554.154,563.016,575.567,586.717,599.796,610.279,613.254,530.533,538.928,..,
484,5.6,484-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,20.851,23.831,26.092,27.423,28.188,29.581,28.929,28.188,29.2,31.36,31.501,32.128,33.427,33.945,31.819,31.727,32.291,33.978,34.303,33.936,33.773,27.996,28.915,27.101,26.577,22.663,25.581,..,
484,5.7,484-5.7,,,,Other tourism industries,,Thousands,,861.503,823.495,836.978,866.655,882.023,901.612,894.749,879.724,880.748,913.442,923.699,942.45,947.851,953.157,932.373,935.546,951.272,971.223,992.968,994.707,989.589,989.785,1006.249,926.77,993.574,896.445,994.662,..,
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,5.1,583-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,5.2,583-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,5.3,583-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,5.4,583-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,5.5,583-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,5.6,583-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,5.7,583-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding the left side of the river Nistru and the municipality of Bender.
498,5.1,498-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,3.2,2.9000000000000004,2.9000000000000004,2.9000000000000004,3.1,3,3.1,3.1,3.1,3.1,3.2,3.4000000000000004,2.5,2.5999999999999996,2.5999999999999996,
498,5.2,498-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.8,1.1,1.2,1.2,
498,5.3,498-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
